"DRUPAL_NODE","TITLE","DATASTORE_URL","DDATE","CATEGORIES","LONGDESC","GEOGRAPHY","EXTENT","AUTHOR_NAME","MAINTAINER","MAINTAINER_EMAIL","UPDATE_FREQUENCY","DATE_RANGE","RELEASE_DATE","METADATA_UPDATE","LICENSE_SUMMARY","URL","DOWNLOAD_URL","EXCEL_URL","CSV_URL","XML_URL","GOOGLEDOCS_URL","JSON_URL","SHP_URL","KML_URL","TAB_URL","APPS_USING_THIS_DATA","TAGS","apps_using_this_data_urls","license_details","spatial_ref"
"1577","myhealthlondon Indicator 14","http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-14","DECEMBER 2011","Health","<p>Monitoring safe, rational and cost effective prescribing in general practice data from myhealthlondon website</p>\
<p>Go back to the <a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicators"">main myhealthlondon indicators page</a></p>","Local Authority","Greater London","NHS London","ePACT NHS Business Services Authority","information@nhsbsa.nhs.uk","Quarterly","Q1 2009-10 to Q4 2009-10","08/12/2011","08/12/2011","Copyright © 2008 NHSBSA","http://www.myhealth.london.nhs.uk/outcome-standards","http://www.epact.ppa.nhs.uk/systems/sys_main_epact.htm","","http://data.london.gov.uk/datafiles/health/nhs-myhealth-indicator-14.csv","","","","","","","","nhs-london, outcomes","","",""
"1578","myhealthlondon Indicator 15","http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-15","DECEMBER 2011","Health","<p>The rate of emergency hospital admission for people with long term  conditions usually managed by GPs data from myhealthlondon website</p>\
<p>Go back to the <a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicators"">main myhealthlondon indicators page</a></p>","GP Practice","Greater London","NHS London","Secondary Uses Service (SUS) data / NHS Information Centre. QOF - practice list size","","Annual","2008 to 2010","08/12/2011","08/12/2011","","http://www.myhealth.london.nhs.uk/outcome-standards","","","http://data.london.gov.uk/datafiles/health/nhs-myhealth-indicator-15.csv","","","","","","","","nhs-london, outcomes","","",""
"1579","myhealthlondon Indicator 16","http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-16","DECEMBER 2011","Health","<p>Rate of A&amp;E Attendance data from myhealthlondon website</p>\
<p>Go back to the <a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicators"">main myhealthlondon indicators page</a></p>","GP Practice","Greater London","NHS London","Secondary Uses Service (SUS) data / NHS Information Centre.","enquiries@ic.nhs.uk","Annual","2008 to 2010","08/12/2011","08/12/2011","","http://www.myhealth.london.nhs.uk/outcome-standards","http://www.ic.nhs.uk/","","http://data.london.gov.uk/datafiles/health/nhs-myhealth-indicator-16.csv","","","","","","","","nhs-london, outcomes","","<p>Copyright © 2011, The Health and Social Care Information Centre. All rights reserved</p>",""
"1580","myhealthlondon Indicator 17","http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-17","DECEMBER 2011","Health","<p>Satisfaction with the quality of consultation at the GP practice data from myhealthlondon website</p>\
<p>Indicator 17 - The aggregated percentage of patients who gave positive answers to seven selected questions in the GP survey about the quality of appointments at the GP practice.</p>\
<p>17a: Percentage of patients who gave a positive answer to 'did the doctor or nurse take notice of your views about how to deal with your health problem?'</p>\
<p>17b: Percentage of patients who gave a positive answer to 'did the doctor or nurse give you information about the things you might do to deal with your health problem?'</p>\
<p>17c: Percentage of patients who gave a positive answer to 'did you and the doctor or nurse agree about how best to manage your health problem?</p>\
<p>17d: Percentage of patients who gave a positive answer to 'did the doctor or nurse give you a written document about the discussions you had about managing your health problem?'</p>\
<p>17e: Percentage of patients who gave a positive answer to 'did you want a written plan summarising your discussion with the doctor or nurse?'</p>\
<p>17f: Percentage of patients who gave a positive answer to 'did the doctor or nurse ever tell you that you had something called a 'care plan?'</p>\
<p>17g: Percentage of patients who gave a positive answer to 'do you think that having these discussions with your doctor or nurse has helped improve how you manage your health problem?'</p>\
<p>Go back to the <a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicators"">main myhealthlondon indicators page</a></p>","GP Practice","Greater London","NHS London","National GP Patient Survey (Department of Health)","","Quarterly","Q4 2009-10 to Q3 2010-11","08/12/2011","03/02/2012","© 2011 GP Patient Survey","http://www.myhealth.london.nhs.uk/outcome-standards","http://www.gp-patient.co.uk/results/","","http://data.london.gov.uk/datafiles/health/nhs-myhealth-indicator-17.csv","","","","","","","","nhs-london, outcomes","","",""
"1581","myhealthlondon Indicator 18","http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-18","DECEMBER 2011","Health","<p>Satisfaction with overall care received at the GP practice data from myhealthlondon website</p>\
<p>Indicator 18 - The aggregated percentage of patients gave positive answers to selected questions in the GP survey about their satisfaction with overall care received.</p>\
<p>18a: Percentage of patients who gave a positive answer to 'in general, how satisfied are you with the care you get at your GP surgery or health centre?'<br /><br />18b:Percentage of patients who gave a positive answer to 'would you recommend your GP surgery or health centre to someone who has just moved to your local area?'</p>\
<p>Go back to the <a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicators"">main myhealthlondon indicators page</a></p>","GP Practice","Greater London","NHS London","National GP Patient Survey (Department of Health)","","Quarterly","Q4 2009-10 to Q3 2010-11","08/12/2011","03/02/2012","© 2011 GP Patient Survey","http://www.myhealth.london.nhs.uk/outcome-standards","http://www.gp-patient.co.uk/results/","","http://data.london.gov.uk/datafiles/health/nhs-myhealth-indicator-18.csv","","","","","","","","nhs-london, outcomes","","",""
"1582","myhealthlondon Indicator 20","http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-20","DECEMBER 2011","Health","<p>Satisfaction with being able to see a specific doctor data from myhealthlondon website</p>\
<p>Go back to the <a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicators"">main myhealthlondon indicators page</a></p>","GP Practice","Greater London","NHS London","National GP Patient Survey (Department of Health)","","Quarterly","Q4 2009-10 to Q3 2010-11","08/12/2011","03/02/2012","© 2011 GP Patient Survey","http://www.myhealth.london.nhs.uk/outcome-standards","http://www.gp-patient.co.uk/results/","","http://data.london.gov.uk/datafiles/health/nhs-myhealth-indicator-20.csv","","","","","","","","nhs-london, outcomes","","",""
"1583","myhealthlondon Indicator 21","http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-21","DECEMBER 2011","Health","<p>Satisfaction with accessing primary care data from myhealthlondon website</p>\
<p>Indicator 21 - The aggregated percentage of patients gave positive answers to three selected questions in the GP survey about their satisfaction with getting appointments, opening hours and getting through on the telephone.</p>\
<p>21a - Percentage of patients who gave a positive answer to being able to get an appointment with a doctor more than two full weekdays in advance.</p>\
<p>21b - Percentage of patients who were 'very satisfied' or 'fairly satisfied' with their GP practice opening hours.</p>\
<p>21c - Percentage of patients who gave a positive answer to how easy it was to get through on the telephone</p>\
<p>Go back to the <a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicators"">main myhealthlondon indicators page</a></p>","GP Practice","Greater London","NHS London","National GP Patient Survey (Department of Health)","","Quarterly","Q4 2009-10 to Q3 2010-11","08/12/2011","03/02/2012","© 2011 GP Patient Survey","http://www.myhealth.london.nhs.uk/outcome-standards","http://www.gp-patient.co.uk/results/","","http://data.london.gov.uk/datafiles/health/nhs-myhealth-indicator-21.csv","","","","","","","","nhs-london, outcomes","","",""
"1584","myhealthlondon Indicator 22","http://data.london.gov.uk/datastore/package/myhealthlondon-indicator-22","DECEMBER 2011","Health","<p>Significant event reporting (one year and three year minimum levels) data from myhealthlondon website</p>\
<p>Go back to the <a href=""http://data.london.gov.uk/datastore/package/myhealthlondon-indicators"">main myhealthlondon indicators page</a></p>","GP Practice","Greater London","NHS London","Quality Outcomes Framework (QOF)","enquiries@ic.nhs.uk","Annual","2008 to 2009","08/12/2011","08/12/2011","","http://www.myhealth.london.nhs.uk/outcome-standards","http://www.qof.ic.nhs.uk/","","http://data.london.gov.uk/datafiles/health/nhs-myhealth-indicator-22.csv","","","","","","","","nhs-london, outcomes","","<p>Copyright © 2011, The Health and Social Care Information Centre. All rights reserved</p>",""
"1587","GLA Population Projections 2011 Round, SHLAA, Borough SYA","http://data.london.gov.uk/datastore/package/gla-population-projections-2011-round-shlaa-borough-sya","DECEMBER 2011","Demographics","<p>&nbsp;*Updated 23/01/2012 - the high fertility variant was mistakenly  posted as the standard fertility projections. This has been corrected.</p>\
<p>*Updated 07/02/2012 - an issue was found in the development data used for the City of London.&nbsp; This has been corrected.</p>\
<p><a href=""http://data.london.gov.uk/datafiles/demographics/gla-popproj-2011-round-shlaa-sya-borough.xls"">Population Projections</a> to 2031 for London Boroughs by single year of age and gender using the Strategic Housing and Land Availability Assessment (SHLAA) housing data and 2008 CLG household projections.</p>\
<p>Ward projections consistent with these projections are available <a href=""http://data.london.gov.uk/datastore/package/gla-ward-level-population-projections-2011-round-shlaa-standard-fertility"">here</a>.</p>\
<p>A high fertility variant of these projections is available <a href=""http://data.london.gov.uk/datastore/package/gla-population-projections-2011-round-shlaa-high-fertility-borough-sya"">here</a>.</p>\
<p>The accompanying <a href=""http://data.london.gov.uk/documents/Technical_Note_GLA2011Rnd_Borough_Projections.pdf"" target=""_blank"">technical note</a> details the data used in these projections and highlights differences from the 2010 round of projections.</p>\
<p>See this data in the <a href=""http://data.london.gov.uk/datastore/applications/custom-age-range-creator-tool-gla-population-projections-borough"">age range creator tool</a>.</p>\
<p>Ward projections consistent with these will be released in January 2012.</p>\
<p>For links to the GLA's full range of&nbsp;demographic projections click <a href=""http://data.london.gov.uk/datastore/package/gla-demographic-projections"" target=""_self"">here</a></p>","Borough","Greater London","Greater London Authority","Demography Team, Intelligence Unit","Demography@london.gov.uk","Annual","2001 to 2031","16/12/2011","07/02/2012","GLA Copyright 2011","","","http://data.london.gov.uk/datafiles/demographics/gla-popproj-2011-round-shlaa-sya-borough.xls","","","","","","","","Custom Age Range Creator Tool for GLA Population Projections, Borough","forecast, gla, population, projections, single year of age","http://data.london.gov.uk/datastore/applications/custom-age-range-creator-tool-gla-population-projections-borough","",""
"1616","2011 round SHLAA based household projections - high fertility variant","http://data.london.gov.uk/datastore/package/2011-round-shlaa-based-household-projections-high-fertility-variant","FEBRUARY 2012","Demographics","<p>2011 round high fertility population and household projections for London Boroughs  using the SHLAA housing data and 2008 CLG household projections.</p>\
<p>Single year of age borough projections&nbsp;are available <a href=""http://data.london.gov.uk/datastore/package/gla-population-projections-2011-round-shlaa-high-fertility-borough-sya"">here</a> and&nbsp;ward projections in five year age groups <a href=""http://data.london.gov.uk/datastore/package/gla-ward-level-population-projections-2011-round-shlaa-high-fertility-variant"">here</a>.</p>\
<p>For further information on this set of projections, please see the Intelligence Unit Technical Note found <a href=""http://data.london.gov.uk/documents/Technical_Note_GLA2011Rnd_Borough_Projections.pdf"">here</a>.</p>\
<p>For links to the GLA's full range of&nbsp;demographic projections click <a href=""http://data.london.gov.uk/datastore/package/gla-demographic-projections""><span style=""color: #255faf;"">here</span></a>.</p>","Local Authority","Greater London","Greater London Authority","GLA Demography","demography@london.gov.uk","Annual","2001 to 2031","07/02/2011","07/02/2012","GLA Copyright 2011","","","http://data.london.gov.uk/datafiles/demographics/2011-round_shlaa_high-fertility_hh.xls","","","","","","","","","forecast, gla, population, projections","","",""
"1588","Daytime Population, Borough","http://data.london.gov.uk/datastore/package/daytime-population-borough","DECEMBER 2011","Demographics","<p><a href=""http://data.london.gov.uk/datafiles/demographics/daytime-population-borough.xls"">Daytime population</a> - The estimated number of people in a borough in the daytime during an average day, broken down by component sub-groups.</p>\
<p>The figures given are an average day during school term-time. No account has been made for seasonal peaks and troughs.</p>\
<p>Sources include the Business Register and Employment Survey (BRES),  Annual Population Survey (APS), ONS Mid-year Population Estimates (MYE),  Department for Education (DfE), GLA Population Projections, and GLA Economics  estimates (GLAE).</p>\
<p><br />Visitor figures based on GLAE estimates from the The Local Area Tourism Impact model. Daytrip visitors data is previously unreleased. More detail available on request.</p>\
<p><br />Day trip visitors are defined as those on day trips away from home for three hours or more and not undertaking activities that would regularly constitute part of their work or would be a regular leisure activity.</p>\
<p>International visitors – people from a country other than the UK visiting the location; <br />Domestic overnight tourists – people from other parts of the UK staying in the location for at least one night. Read the LATI report for more information http://www.london.gov.uk/publication/local-area-tourism-impact-model-results-2008-and-2009<br />All visitor data is modelled and unrounded<br /><br /></p>","Local Authority","Greater London","Opinion Research and Statistics","","","","2010","Dec-11","20/12/2011","","","","http://data.london.gov.uk/datafiles/demographics/daytime-population-borough.xls","","","","","","","","London's Daytime Population","children, daytime, dfe, gla, ons, population, students, tourists, visitors, workers","http://data.london.gov.uk/datastore/applications/londons-daytime-population","",""
